0.4 um,0.999286
0.402 um,0.999303
0.40401 um,0.999318
0.40603005 um,0.999332
0.4080602003 um,0.999345
0.4101005013 um,0.999358
0.4121510038 um,0.99937
0.4142117588 um,0.999382
0.4162828176 um,0.999392
0.4183642317 um,0.999405
0.4204560528 um,0.999418
0.4225583331 um,0.99943
0.4246711247 um,0.999441
0.4267944804 um,0.999451
0.4289284528 um,0.999462
0.431073095 um,0.999474
0.4332284605 um,0.999484
0.4353946028 um,0.999494
0.4375715758 um,0.999504
0.4397594337 um,0.999512
0.4419582309 um,0.999503
0.444168022 um,0.999509
0.4463888621 um,0.99953
0.4486208064 um,0.999549
0.4508639105 um,0.99956
0.45311823 um,0.999567
0.4553838212 um,0.999576
0.4576607403 um,0.999585
0.459949044 um,0.999594
0.4622487892 um,0.999602
0.4645600332 um,0.999609
0.4668828333 um,0.999614
0.4692172475 um,0.999615
0.4715633337 um,0.999625
0.4739211504 um,0.999635
0.4762907561 um,0.999646
0.4786722099 um,0.999653
0.481065571 um,0.99966
0.4834708988 um,0.999664
0.4858882533 um,0.999665
0.4883176946 um,0.999671
0.4907592831 um,0.999682
0.4932130795 um,0.999691
0.4956791449 um,0.999698
0.4981575406 um,0.999703
0.5006483283 um,0.999696
0.5031515699 um,0.999598
0.5056673278 um,0.999619
0.5081956644 um,0.999655
0.5107366428 um,0.999715
0.513290326 um,0.999735
0.5158567776 um,0.999742
0.5184360615 um,0.999747
0.5210282418 um,0.999752
0.523633383 um,0.99975
0.5262515499 um,0.999755
0.5288828077 um,0.999762
0.5315272217 um,0.999768
0.5341848578 um,0.999775
0.5368557821 um,0.999777
0.539540061 um,0.999761
0.5422377613 um,0.999734
0.5449489501 um,0.999737
0.5476736949 um,0.999773
0.5504120634 um,0.999791
0.5531641237 um,0.999804
0.5559299443 um,0.999808
0.558709594 um,0.999811
0.561503142 um,0.999814
0.5643106577 um,0.999817
0.567132211 um,0.99979
0.569967872 um,0.999743
0.5728177114 um,0.999748
0.5756818 um,0.999784
0.578560209 um,0.999814
0.58145301 um,0.999827
0.584360275 um,0.999818
0.5872820764 um,0.999521
0.5902184868 um,0.999077
0.5931695792 um,0.999157
0.5961354271 um,0.999446
0.5991161043 um,0.999726
0.6021116848 um,0.999839
0.6051222432 um,0.99986
0.6081478544 um,0.999865
0.6111885937 um,0.999869
0.6142445367 um,0.999871
0.6173157594 um,0.999874
0.6204023382 um,0.999876
0.6235043498 um,0.999876
0.6266218716 um,0.999813
0.629754981 um,0.999757
0.6329037559 um,0.999813
0.6360682746 um,0.999846
0.639248616 um,0.999863
0.6424448591 um,0.999858
0.6456570834 um,0.999654
0.6488853688 um,0.999315
0.6521297956 um,0.999517
0.6553904446 um,0.999561
0.6586673968 um,0.999777
0.6619607338 um,0.999879
0.6652705375 um,0.999892
0.6685968902 um,0.999905
0.6719398746 um,0.999909
0.675299574 um,0.999911
0.6786760719 um,0.99991
0.6820694522 um,0.999902
0.6854797995 um,0.999595
0.6889071985 um,0.998689
0.6923517345 um,0.999053
0.6958134932 um,0.998671
0.6992925606 um,0.998912
0.7027890234 um,0.999098
0.7063029686 um,0.999505
0.7098344834 um,0.999691
0.7133836558 um,0.999654
0.7169505741 um,0.995981
0.720535327 um,0.994885
0.7241380036 um,0.994513
0.7277586936 um,0.995348
0.7313974871 um,0.997502
0.7350544745 um,0.999085
0.7387297469 um,0.999515
0.7424233956 um,0.999858
0.7461355126 um,0.999923
0.7498661902 um,0.999933
0.7536155211 um,0.999939
0.7573835987 um,0.999066
0.7611705167 um,0.989037
0.7649763693 um,0.994636
0.7688012511 um,0.999669
0.7726452574 um,0.999945
0.7765084837 um,0.999947
0.7803910261 um,0.999944
0.7842929812 um,0.99991
0.7882144461 um,0.999427
0.7921555184 um,0.999386
0.796116296 um,0.999309
0.8000968774 um,0.99917
0.8040973618 um,0.99949
0.8081178486 um,0.999595
0.8121584379 um,0.997957
0.8162192301 um,0.992856
0.8203003262 um,0.995693
0.8244018279 um,0.995668
0.828523837 um,0.995637
0.8326664562 um,0.997767
0.8368297885 um,0.999322
0.8410139374 um,0.999583
0.8452190071 um,0.999808
0.8494451021 um,0.999817
0.8536923276 um,0.999856
0.8579607893 um,0.999924
0.8622505932 um,0.999957
0.8665618462 um,0.999956
0.8708946554 um,0.999945
0.8752491287 um,0.999959
0.8796253743 um,0.99993
0.8840235012 um,0.999891
0.8884436187 um,0.999828
0.8928858368 um,0.998965
0.897350266 um,0.99068
0.9018370173 um,0.992569
0.9063462024 um,0.993045
0.9108779334 um,0.991763
0.9154323231 um,0.993503
0.9200094847 um,0.995676
0.9246095321 um,0.996572
0.9292325798 um,0.987081
0.9338787427 um,0.964492
0.9385481364 um,0.978495
0.9432408771 um,0.980031
0.9479570815 um,0.978942
0.9526968669 um,0.980125
0.9574603512 um,0.982814
0.962247653 um,0.987864
0.9670588912 um,0.99224
0.9718941857 um,0.994951
0.9767536566 um,0.994658
0.9816374249 um,0.997593
0.986545612 um,0.999398
0.9914783401 um,0.999723
0.9964357318 um,0.999897
1.00141791 um,0.99976
1.006425 um,0.999799
1.011457125 um,0.999819
1.016514411 um,0.999875
1.021596983 um,0.999821
1.026704968 um,0.999913
1.031838492 um,0.999963
1.036997685 um,0.999863
1.042182673 um,0.999956
1.047393587 um,0.999893
1.052630555 um,0.999786
1.057893707 um,0.999967
1.063183176 um,0.99991
1.068499092 um,0.999886
1.073841587 um,0.999791
1.079210795 um,0.999466
1.084606849 um,0.998624
1.090029883 um,0.998734
1.095480033 um,0.997845
1.100957433 um,0.995373
1.10646222 um,0.994026
1.111994531 um,0.98669
1.117554504 um,0.968613
1.123142276 um,0.975952
1.128757988 um,0.978654
1.134401778 um,0.960718
1.140073787 um,0.9889
1.145774156 um,0.978383
1.151503026 um,0.980272
1.157260541 um,0.987325
1.163046844 um,0.993549
1.168862078 um,0.996584
1.174706389 um,0.99506
1.180579921 um,0.9938
1.18648282 um,0.994449
1.192415234 um,0.997197
1.198377311 um,0.996506
1.204369197 um,0.99266
1.210391043 um,0.996352
1.216442998 um,0.996697
1.222525213 um,0.996016
1.228637839 um,0.99907
1.234781029 um,0.999685
1.240954934 um,0.999919
1.247159708 um,0.99997
