0.4 um,0.993726
0.402 um,0.994465
0.40401 um,0.994697
0.40603005 um,0.99482
0.4080602003 um,0.994929
0.4101005013 um,0.99499
0.4121510038 um,0.995086
0.4142117588 um,0.995101
0.4162828176 um,0.994778
0.4183642317 um,0.995018
0.4204560528 um,0.995401
0.4225583331 um,0.995577
0.4246711247 um,0.995605
0.4267944804 um,0.995561
0.4289284528 um,0.995706
0.431073095 um,0.995897
0.4332284605 um,0.995999
0.4353946028 um,0.996077
0.4375715758 um,0.996112
0.4397594337 um,0.995836
0.4419582309 um,0.99257
0.444168022 um,0.991949
0.4463888621 um,0.994536
0.4486208064 um,0.99631
0.4508639105 um,0.99656
0.45311823 um,0.996382
0.4553838212 um,0.996444
0.4576607403 um,0.996691
0.459949044 um,0.996801
0.4622487892 um,0.996908
0.4645600332 um,0.996939
0.4668828333 um,0.996435
0.4692172475 um,0.995268
0.4715633337 um,0.99575
0.4739211504 um,0.996435
0.4762907561 um,0.997131
0.4786722099 um,0.997252
0.481065571 um,0.99726
0.4834708988 um,0.996889
0.4858882533 um,0.995515
0.4883176946 um,0.995838
0.4907592831 um,0.996779
0.4932130795 um,0.997427
0.4956791449 um,0.997612
0.4981575406 um,0.997527
0.5006483283 um,0.995423
0.5031515699 um,0.981651
0.5056673278 um,0.983477
0.5081956644 um,0.988038
0.5107366428 um,0.995838
0.513290326 um,0.9977
0.5158567776 um,0.997883
0.5184360615 um,0.99796
0.5210282418 um,0.997978
0.523633383 um,0.996774
0.5262515499 um,0.996737
0.5288828077 um,0.997211
0.5315272217 um,0.997577
0.5341848578 um,0.997883
0.5368557821 um,0.997541
0.539540061 um,0.99396
0.5422377613 um,0.988001
0.5449489501 um,0.988295
0.5476736949 um,0.994698
0.5504120634 um,0.997007
0.5531641237 um,0.998296
0.5559299443 um,0.998393
0.558709594 um,0.998265
0.561503142 um,0.998017
0.5643106577 um,0.99801
0.567132211 um,0.994218
0.569967872 um,0.987287
0.5728177114 um,0.987033
0.5756818 um,0.991012
0.578560209 um,0.995303
0.58145301 um,0.996944
0.584360275 um,0.995102
0.5872820764 um,0.969841
0.5902184868 um,0.945693
0.5931695792 um,0.953693
0.5961354271 um,0.966043
0.5991161043 um,0.985784
0.6021116848 um,0.996674
0.6051222432 um,0.998429
0.6081478544 um,0.998619
0.6111885937 um,0.998493
0.6142445367 um,0.997157
0.6173157594 um,0.994977
0.6204023382 um,0.994482
0.6235043498 um,0.997081
0.6266218716 um,0.992134
0.629754981 um,0.990025
0.6329037559 um,0.989611
0.6360682746 um,0.993236
0.639248616 um,0.99525
0.6424448591 um,0.993921
0.6456570834 um,0.977586
0.6488853688 um,0.965132
0.6521297956 um,0.976581
0.6553904446 um,0.976726
0.6586673968 um,0.986994
0.6619607338 um,0.995279
0.6652705375 um,0.995721
0.6685968902 um,0.997769
0.6719398746 um,0.998669
0.675299574 um,0.999063
0.6786760719 um,0.9988
0.6820694522 um,0.996931
0.6854797995 um,0.994487
0.6889071985 um,0.994698
0.6923517345 um,0.967911
0.6958134932 um,0.966873
0.6992925606 um,0.958269
0.7027890234 um,0.961095
0.7063029686 um,0.965017
0.7098344834 um,0.974873
0.7133836558 um,0.974352
0.7169505741 um,0.921189
0.720535327 um,0.916874
0.7241380036 um,0.904125
0.7277586936 um,0.894599
0.7313974871 um,0.918457
0.7350544745 um,0.958004
0.7387297469 um,0.976136
0.7424233956 um,0.992742
0.7461355126 um,0.997552
0.7498661902 um,0.998246
0.7536155211 um,0.998764
0.7573835987 um,0.998779
0.7611705167 um,0.99856
0.7649763693 um,0.998353
0.7688012511 um,0.998437
0.7726452574 um,0.99787
0.7765084837 um,0.996979
0.7803910261 um,0.994066
0.7842929812 um,0.989845
0.7882144461 um,0.9708
0.7921555184 um,0.974286
0.796116296 um,0.962347
0.8000968774 um,0.954207
0.8040973618 um,0.966182
0.8081178486 um,0.969304
0.8121584379 um,0.941269
0.8162192301 um,0.9242
0.8203003262 um,0.95208
0.8244018279 um,0.949678
0.828523837 um,0.949073
0.8326664562 um,0.958273
0.8368297885 um,0.967252
0.8410139374 um,0.975773
0.8452190071 um,0.987415
0.8494451021 um,0.987219
0.8536923276 um,0.989456
0.8579607893 um,0.995078
0.8622505932 um,0.998794
0.8665618462 um,0.999495
0.8708946554 um,0.987054
0.8752491287 um,0.989325
0.8796253743 um,0.949015
0.8840235012 um,0.849333
0.8884436187 um,0.862644
0.8928858368 um,0.888168
0.897350266 um,0.882127
0.9018370173 um,0.909173
0.9063462024 um,0.932714
0.9108779334 um,0.91546
0.9154323231 um,0.907734
0.9200094847 um,0.939628
0.9246095321 um,0.932021
0.9292325798 um,0.874489
0.9338787427 um,0.784557
0.9385481364 um,0.813812
0.9432408771 um,0.84417
0.9479570815 um,0.829682
0.9526968669 um,0.859654
0.9574603512 um,0.867347
0.962247653 um,0.878678
0.9670588912 um,0.905044
0.9718941857 um,0.924588
0.9767536566 um,0.881391
0.9816374249 um,0.847058
0.986545612 um,0.818452
0.9914783401 um,0.786565
0.9964357318 um,0.768942
1.00141791 um,0.785714
